complex_text,word_count,char_count,simplified_text
"(13) (Sambo’s father ate 35 mbeju (mandioka starch patties), his mother ate 20. . . ) . . . ha and S´ambo=katur Sambo-contrast ho’u eat 54 54 mbeju mbeju (Guaran´ı)",30,164,Sambo's dad ate 35 special treats called mbeju. His mom ate 20. Sambo is different from his family. He ate 54 mbeju.
"If inverse scope becomes equally accessible to both SVO order account account, since it places both preverbal subjects and preverbal objects in the C-domain. Finally, if we see no facilitation of contrastive focus for either SVO or OVS order, this could mean that reconstruction of the preverbal QP always takes place to a position that is structurally higher than the surface position of the postverbal QP, per (17c); of course, this result could also mean that reconstruction is not taking place at all, contra Hypothesis 2.",86,526,"If we look at sentences with a special order, we can see that it's easier to understand. This is because it puts both the people and things that come before the verb in a special area. 

If we don't see a difference in how we focus on certain words in these sentences, it could mean that the words that come before the verb are moved to a higher position than the words that come after the verb. This could also mean that the words don't move at all, which is different from what we thought."
"Of course, if we ignore the diﬀerence between CT+F and F+F altogether, it is impossible to diﬀerentiate whether (40) answers (40a) or (40b) (repeated from (8) above):",27,166,"If we don't think about the difference between two things, it's hard to tell which one is which. For example, if we're talking about two answers, 40a and 40b, they might seem the same."
"At the end of this list of characteristics AS looks at his interlocutor, his brow slightly puckered, and shakes his head. We suggest that this head shake is a comment on what he has just said, as if to say ‘I do not know if what I have said is the sort of thing you would like me to say.’",60,288,"When AS finishes talking, he looks at the other person, wrinkles his forehead a little, and shakes his head. We think that this head shake means he's not sure if what he just said is what the other person wanted to hear."
"Mehlhorn, Grit . “Produktion und Perzeption von Hutkonturen im Deutschen.” In Linguistische Arbeitsberichte, no. 77, 31–57. Universit¨at Leipzig: Institut f¨ur Linguistik.",21,171,"Here is the rewritten text:

Hats have different shapes and styles. Some hats are pointy, while others are flat. People can see and recognize these different shapes. This is important for understanding how to talk about hats in German."
"M: ‘vienimi a prendere perchè se qua mi metto a piedi qua arrivo domani!’ ‘Come and fetch me because if I start to walk from here, I’ll arrive tomorrow!’",29,153,"Come and get me because if I start walking from here, I'll be here tomorrow!"
"The link between prosodic contour and quantifier scope has previously been made for a number of languages, including German , Japanese , and Greek . Antonyuk-Yudina also found different prosodic contours to be associated with surface scope and inverse scope readings in Russian. Contrastive stress on the preverbal subject in SVO order was one of the strategies used by speakers to disambiguate sentences in favor of an inverse scope reading; however, in the perception part of Antonyuk-Yudina’s study, only 17% of sentences produced in inverse-scope-biasing contexts were disambiguated by listeners in favor of the inverse scope reading .",98,639,"Here is the rewritten text:

Some languages, like German, Japanese, and Greek, have a connection between the way sentences sound and what words are emphasized. In Russian, researchers found that different ways of saying sentences can affect how we understand them. For example, in some sentences, the speaker might stress the part of the sentence that comes before the verb to make it clear that the sentence means something different. However, in a study, only 17% of people who listened to these sentences understood them in the way the speaker intended."
"We will write SCT+F for a sentence containing CT+F (analogously for F+F, F etc.), and ]O, ]F and ]CT for its ordinary meaning, F-, and CT-alternatives, respectively. What to do with the CT-alternatives? That is, how are they interpreted? For the purpose of this paper, (7) will serve as our sole rule:",52,301,"Here is the rewritten text:

We'll use special abbreviations for certain sentences. For example, SCT+F means a sentence with CT+F. We'll also use ]O, ]F, and ]CT to mean different things. 

What do we do with the CT-alternatives? How do we understand them? For this paper, we'll use one simple rule:"
"Note that scrambling reverses what constitutes surface vs. inverse scope: the surface scope reading of argues that scope is equally frozen in SVO and OVS sentences: the scrambled object cannot reconstruct to its base position, and covert QR to a position above the preverbal element disagrees",46,292,"Here's the rewritten text:

When we mix up the order of words, it changes how we understand the relationship between the words. In some sentences, the word order is the same, but in others, it's different. When we mix up the order, the word that usually comes first can't go back to its normal spot, and instead, it moves to a new spot above the main verb."
"position to a position above the TP, while the subject has moved through the Spec,TP position prior to right-adjoining to the TP (even if the subject reconstructs to Spec,TP—or lower—at LF, the object will still c-command the subject and the result will still be surface scope).",46,278,"Here's the rewritten text:

The subject moves to a position above the main clause, while the object moves to a position before the main clause. Even if the subject moves back to its original position at the end, the object will still be able to affect the subject and the result will still be that the object's effect is seen first."
"Here it will be seen how R uses a head shake (a slow rather large amplitude head shake) at the same time as M reaches the point where she explains that if she were to walk home from the station it would take her until tomorrow to arrive. The head shake serves as R’s comment on what M is saying, a comment which can be interpreted as recognizing the negativity of the situation she describes — that the buses do not run properly, that as a result one is left with no means of getting home except on foot. Once again it is impossible to ﬁnd a verbal formulation that can precisely capture the force of the comment made by the head shake, although it seems clear that negativity is the most salient component of the attitude being expressed.",139,739,"Here's a rewritten version of the text for 10-12 year old students:

When R is talking, she shakes her head slowly and makes a big movement. This is happening at the same time that M is saying that if she walked home from the station, it would take her until tomorrow to get there. R's head shake is like a comment on what M is saying. It's like she's saying, ""Yeah, I get it, the situation is really bad."" The buses don't work well, so people have to walk home. R's head shake is saying that this is a really negative situation. It's hard to put into words exactly what R's head shake means, but it's clear that she's expressing a negative feeling."
"To explore the interactions, we examined the results of post hoc pairwise comparisons (the Bonferroni adjustment for multiple comparisons was automatically implemented in R). The pair",26,183,We looked at the results of some special tests to see how different groups compare to each other. These tests help us figure out if one group is really different from another group.
"take it for granted that the head shake is a gesture of negation and they do not include speciﬁc observations on the head shake in use. Observations on head shake use are included in McClave’s study of the linguistic functions of head movements, and observations on the use of the head shake as an ‘assessment marker’ are found in Goodwin and Schegloﬀ. We will comment on these observations later. It is to be noted here that these publications only included the head shake as part of their focus, however. As far as we know, the present paper is the ﬁrst to report an extended comparative study of the contexts of use of just the head shake.",116,642,"Here is the rewritten text:

Many people think that shaking your head means ""no"" or ""I disagree"". But researchers haven't studied this gesture closely. Some studies did look at how people use head movements to communicate, and others studied how people use head shakes to show they don't agree. We'll talk about those studies later. What's important to know is that these studies only looked at the head shake as part of a bigger picture. Our study is unique because it's the first to closely examine how people use the head shake in different situations."
"Utrecht Institute of Linguistics and St. Petersburg State University. Slioussar, Natalia. To appear. Limits of Russian word order freedom. In The German middle field in a",26,170,"Russian words can be arranged in different ways. But there are some rules that limit how we can arrange them. This is called ""word order freedom""."
"Presumably, some or all of these constructions can host contrastive topics as well, especially if the topic constituent receives some extra prosodic prominence, say, by pitch accenting. What we are interested in now are examples where this is not the case, i. e. where the dislocated/wa-marked phrase is neither a CT, nor an F, but still not just an ordinary part of the background. But why assume that there are designated topics in the background? Usually this characterization comes about as follows: Some (syntactic, morphological, or intonational) marking does not have a regular truth conditional eﬀect, but seems to shape the pragmatic meaning of the sentence it",107,669,"Some of these sentences might have special topics that are different from the main topic. This can happen if the topic gets extra emphasis, like a higher pitch. We're looking for examples where this isn't the case. We want to know why we assume that some parts of the sentence are special topics. Usually, this happens because of special markings, like grammar or pronunciation, that don't change the sentence's meaning, but do change how we understand it."
"Are they pertinent? Quite plausibly ‘yes’ in a case like (16), where the questioner is easily construed as trying to ﬁnd the murderer. This is not always the case, of course:",31,174,"Are these clues important? Maybe, especially in a situation like this: ""Who killed the victim?"" In this case, it's easy to understand why someone would want to find the person who committed the crime. But it's not always like this."
"Our study was not designed to tease apart the referential and quantificational readings of odin indefinites, and more empirical work is required on this point (see section 4). However, as discussed above, the comparison between odin and dva indefinites provides evidence for the existence of both readings. On the one hand, the existence of the quantificational readings of indefinites, coupled with a processing-based preference for surface scope, accounts for the similarities in the behavior of odin and dva indefinites. On the other hand, the availability of a referential reading for odin accounts for why odin indefinites are overall accepted less in the distributive context than are dva indefinites.",108,707,"Our study didn't try to figure out the difference between two kinds of meanings for ""some"" words. We need more research on this topic. But, as we talked about earlier, comparing ""some"" words with ""both"" words shows that both kinds of meanings exist. 

On one hand, the fact that ""some"" words can have a certain meaning, combined with how our brains process language, explains why ""some"" and ""both"" words behave in a similar way. On the other hand, the fact that ""some"" words can also have a different meaning explains why ""some"" words are less likely to be used in a certain situation compared to ""both"" words."
"(36) Izandla neendlebe zincinane. hands and-ears 7/8,9/10-small 'The hands and the ears are small.' The phonetic form of zincinane is ambiguous between zi-ncinane, with the 7/8 prefix, and zin-ncinane, with the 9/10 prefix, though these are distinct at the underlying (and all pre-degemination) levels of the phonology.",47,319,"The hands and ears are small. The way to say this phrase can be confusing because it can be said two different ways. One way is ""zi-ncinane"" and the other way is ""zin-ncinane"". But if you look closely, these two ways are actually different."
"0Thanks to Manuel Kriˇz, the editors, and an anonymous reviewer for valuable comments and corrections. 1Small caps indicate intonational prominence; sentences in parentheses are given as context and not annotated for intonation.",32,228,"Thanks to Manuel Križ and others for helping us improve our work. 

Small letters (like ""i"" or ""a"") mean that a word is stressed in a special way. Sentences in parentheses are extra information and don't have special emphasis."
"The question need not be overt in order for CTs to occur. Simple pair-lists that answer an obvious implicit question like ‘Who ate how many mbeju?’ suﬃce, as the following example from Guaran´ı shows:6",34,201,"Here's the rewritten text:

You don't need a direct question for this to happen. For example, a simple list of pairs, like ""Who ate how many mbeju?"", can be enough. Let's look at an example from a place called Guaran´ı to see what I mean."
"The test picture presented a distributive scenario, which teased apart the surface scope and inverse scope readings. In the Baseline-one and Focus-one versions, the same test picture was used for all sentence types in (15a–d); as shown in figure 1, in the test picture different doctors are paired up with different patients. In the context of figure 1, (15a–b) are false on the surface scope reading but true on the inverse scope reading, while the opposite is the case for (15c–d). Thus, a YES response to (15c–d) indicates availability of surface scope, while a YES response to (15a–b) indicates availability of inverse scope. Per Hypothesis 1 in (13), we expect higher",111,672,"The test picture showed a special situation where some things were paired up with other things. In this picture, different doctors were matched with different patients. 

For sentences 15a-d, the same test picture was used for all types of sentences. As you can see in Figure 1, the test picture shows different doctors with different patients. 

In the context of Figure 1, sentences 15a-b are false when we look at the surface scope, but true when we look at the inverse scope. The opposite is true for sentences 15c-d. 

So, if you answer ""yes"" to sentences 15c-d, it means you can see the surface scope. If you answer ""yes"" to sentences 15a-b, it means you can see the inverse scope."
"Some of the participants were tested in person by an experimenter (on the experimenter’s laptop or a publicly available computer), while others were provided with the URL for the test and completed the test on their own computers.",38,230,Some people took the test on a computer with an experimenter sitting next to them. Others got a special link to take the test on their own computer at home.
"Aloni, Maria and Robert van Rooij . “The dynamics of questions and focus.” In Brendan Jackson, ed., Proceedings of SALT XII , 20–39. Ithaca, NY: CLC Publications.",27,162,"Here is the rewritten text:

Maria Aloni and Robert van Rooij wrote an article about how questions work and what's important in them. The article is part of a bigger book called Proceedings of SALT XII, which was edited by Brendan Jackson. The book was published by CLC Publications in Ithaca, New York."
there is no need to discuss it or ask further questions about it. In this case the speaker refers to an Englishman who had insisted on building a house in the English style with English materials in New York. Someone who could do this was ‘obviously’ rich:,47,256,"There's no need to talk about it or ask more questions. In this case, the person is talking about an Englishman who wanted to build a house in England's style using English materials in New York. This person must be very rich because it's expensive to do something like that."
"8 The results of the Baseline-one and Focus-one versions are also reported in Ionin and Luchkina 2015, 2017, where they are compared with other versions that involve different manipulations. The results of the Baseline-two and Focustwo versions have not previously been reported.",42,279,"Here is the rewritten text:

The results from our first two versions are also found in a study by Ionin and Luchkina from 2015 and 2017. They compared these results with other versions that changed things in different ways. The results from our second two versions have not been shared before."
"Example II.7, suggests a further complexity in the use of the head shake in saying ‘no.’ The example is taken from Bocce I, from a part of the conversation in which a robbery that had taken place at the club the day before is being discussed. Sandro recalls that he had noticed that certain louvre windows were open and he wonders if the thief could have entered through these. When he ﬁrst raises the idea Giovanni, his interlocutor, is not sure what windows Sandro is referring to. As may be seen from the extract, when Giovanni denies that it would be possible for the thief to enter through the windows in question, he ﬁrst conﬁrms Sandro’s observation that they were open. What is interesting here is that his head shake coincides with this conﬁrmation, thus it coincides with the word ‘Si — Yes’ although it refers to the ‘no’ that immediately follows:",152,858,"Here's the rewritten text:

Sandro and Giovanni are talking about a robbery that happened at a club the day before. Sandro thinks the thief might have entered through some open windows. Giovanni isn't sure which windows Sandro is talking about. When Giovanni says it's not possible for the thief to enter through those windows, he first agrees that they were open. What's interesting is that Giovanni shakes his head at the same time, even though he's saying ""no""."
"Once again, head shake does not occur over ‘never’ but over ‘hurt you’. That is, it occurs with the verb the adverb ‘never’ modiﬁes, not with the modifying particle. In Example III.5 the head shake commences in advance of the negative expression which here is the particle ‘not’ attached to the verb. Again, thus, the head shake coincides with the word that is the topical focus of the phrase (in",70,396,"Here's the rewritten text:

Head shaking doesn't happen when we say ""never"". It happens when we say ""hurt you"". This means it happens with the verb, not with the word ""not"" that comes after the verb. In one example, the head shaking starts before the word ""not"" that says the opposite of what's happening. Again, the head shaking happens with the main word in the sentence."
"in silence after the ‘no’ could be a way of mitigating the abruptness of E’s response. It could also be that the idea that E might have real animals is, to her, a very unlikely idea, so that the second head shake serves as a kind of emphasis, as if she might say “No, indeed I don’t!” In other cases where the head shake continues beyond the ‘no’ the speaker follows the ‘no’ with an expanded negative expression. Thus in Example II.3 M denies S’s claim about the origin of a certain clock. He commences his head shake at the same time as he begins to say ‘no’ but continues it through the subsequent phrase ‘it didn’t.’",117,620,"When someone says ""no"" in a quiet voice, it might be a way to make their ""no"" sound less sudden. It's also possible that the person thinks it's very unlikely that someone would have real animals, so they shake their head again to emphasize their point, like they're saying ""No, indeed I don't!""

In some cases, when someone's head shake keeps going after they say ""no"", they might add more words to explain why it's not true. For example, in one situation, someone named M is talking about a clock and says ""no"" while shaking their head. They keep shaking their head as they say ""it didn't happen""."
"The conflict can, of course, be resolved by forms that are neutral with respect to the acc./dat. distinction-by singular proper nouns, for instance, which can occur without the articles that would otherwise distinguish the two cases:",36,233,"The problem can be solved by using words that don't care about the way we say ""to"" or ""of"". For example, we can use special names that don't need the words ""the"" to tell us if it's a singular or plural noun."
"Neutral forms will of course resolve such conflicts. Thus a single form zi- serves as the plural prefix for secondary adjectival concord with both classes 7/8 and 9/10, just as a single form zona serves as the plural pronoun for both classes. Consequently, the following is grammatical:",47,286,"Neutral forms can fix problems. For example, one form ""zi-"" is used as a plural prefix for adjectives with numbers 7-8 and 9-10, just like the form ""zona"" is used as a plural pronoun for both groups. So, this sentence is correct:"
"Effect of reconstruction, driven by contrastive focus, on availability of inverse scope: a. Variant 1 in table 1 and variant 1 in table 2: inverse scope facilitated only for SVO",30,177,"Here is the rewritten text:

When we change the way we say something, it can affect how we understand the meaning. This is especially true when we use special words to make a point. In some cases, this can make it easier to understand a sentence that has a specific meaning. For example, if we say ""I saw the movie"" instead of ""I saw the movie, not the book"", it's clearer that we're talking about a movie."
"Assuming that processing principles such as PSE are universal argued for is an illusion that is due to a strong preference for surface scope. If that is the case, then we expect native Russian speakers to allow inverse scope readings, but to a lesser degree than surface scope readings.",49,286,"Here's the rewritten text:

Some people think that how we process language is the same everywhere. But that's not true. It's because we tend to focus on the most obvious meaning. If that's the case, we would expect Russian speakers to understand sentences with a different meaning, but not as well as they understand sentences with a clear meaning."
"This eﬀect, however, proves to be rather weak and subject to various exceptions, some of them pointed out in Portner and Yabushita , others elsewhere , casting doubt on the validity of this diagnostic. But it is such discernible eﬀects we need to ﬁnd, for without them, the claim that topics determine the way information is added to the context is lacking empirical content, as are any conclusions about the structure of the context required to model this .",79,458,"This effect is not very strong and has many exceptions. Some of these exceptions were found by Portner and Yabushita, while others were found elsewhere. This makes us question whether this diagnostic is really useful. We need to find clear effects like this, or else the idea that topics affect how information is added to the context won't be supported, and neither will any conclusions about the structure of the context."
"(16) and (18) show that CT-marking does not necessarily just ‘echo’ something that is in the context already, but may itself contribute, possibly by way of accommodation, the notion that more questions are pertinent at this point. Conversely, the CT marking on e.g. the gardener in (16) can be omitted without loss of coherence. But without it, there is no implication of other suspects (via other questions). So here the speaker is making a choice as to whether to indicate the presence of other questions prosodically or not.",88,527,"Here's the rewritten text:

The examples (16) and (18) show that adding a special marker (CT-marking) doesn't just repeat what's already in the conversation. Instead, it can add new information, like the idea that more questions are important. On the other hand, in example (16), we can remove the CT-marking without changing the conversation's meaning. But without it, we wouldn't know to ask other questions. So, the speaker is choosing whether to hint at other questions or not."
"M: He used to make us a pie. Like that. A rabbit pie. And he used to put big lumps of ham in it, macaron’ Anything to ﬁll up the pie. And there used to be lovely thick grav",39,172,He used to make a special kind of pie. It was called a rabbit pie. He would put big chunks of ham in it to make it extra full. He would add lots of yummy stuff to fill the pie. The pie would be really thick and delicious.
"ed. by Gerhard Stickel, 118–151. Du¨sseldorf: Pa¨dagogischer Verlag Schwann. Luchkina, Tatiana, and Tania Ionin 2015. The effect of prosody on availability of inverse scope in Russian.",26,184,"Here is the rewritten text:

The way we say words can change how we understand them. This is important in a language like Russian."
"4. This is an example of a type of manual gesture that belongs to what, elsewhere, I have referred to the the ‘N-family’ in which an open hand is used, held so the palm faces away from speaker or downwards. As is described in Kendon (Forthcoming), gestures of this ‘family’ have in common a theme of ‘stopping’, ‘interrupting’ or ‘cutting oﬀ’ and in many contexts serve as gestures of negation.",70,394,"This is a type of hand gesture where the palm of the hand is facing away from the speaker or downwards. This kind of gesture is often used to stop, interrupt, or cut off something. In many situations, it can also mean ""no"" or ""not okay""."
(33) a. *Igqira nesanuse a-ya-goduka. doctor(5/6) and-diviner(7/8) 5/6-PREs-go.home b. *Igqira nesanuse zi-ya-goduka. doctor and-diviner 7/8-PRES-go.home,15,153,"Here is the rewritten text:

A doctor and a diviner go home."
"4 An alternative approach would be to posit a direct link between contrastive focus and reconstruction that follows from the semantics of contrastive focus. This approach is pursued by Bu¨ring to explain the relationship between scope and focus in the German equivalent of sentences like /ALL politicians are NOT corrupt, which are analyzed as topic/focus structures . Bu¨ring’s analysis is specifically about the contrastive topic-focus configuration; when only the preverbal QP is in focus (the German equivalent of ALL politicians are not corrupt), according to Bu¨ring the surface scope reading is freely available, even preferred. Bu¨ring’s analysis would hence not predict the unavailability of the surface scope reading for the sentence type we are considering here. Developing a link between reconstruction and the semantics of contrastive focus is beyond the scope of this article.",134,891,"Here is the rewritten text:

4 Another way to think about it is to connect the idea of contrastive focus with how we understand sentences. This idea is explored by Bu¨ring to explain how scope and focus work together in German sentences like ""All politicians are not corrupt"". Bu¨ring's study focuses on the way the topic and focus work together in these sentences. When only the first part of the sentence is in focus (like ""All politicians are not""), Bu¨ring says that we can easily understand the sentence in a way that makes sense, and it's even the best way to understand it. Bu¨ring's ideas wouldn't predict that we can't understand the sentence in a certain way."
"11 The list in 29 overlaps considerably with, but is not the same as, the one in 24. The verbs come and run have identical past participle and base forms, but distinct past (came, ran) and present (come, run) forms. The verb beat has identical past and present forms, but distinct past participle (beaten) and base (beat) forms.",58,328,"Here's the simplified text:

The list in 29 is similar to, but not the same as, the one in 24. Some verbs, like ""come"" and ""run"", have the same form for past and present, but different forms for past and present. For example, ""come"" is ""came"" in the past and ""come"" in the present. The verb ""beat"" has the same form for past and present, but different forms for past participle and base. For example, ""beat"" is ""beaten"" in the past participle and ""beat"" in the base form."
"A common way of modelling aboutness topics is to break the meaning of sentences with topics into two parts: the referent of the topic marked expression calls the Pragmatic Assertion of a sentence. The discourse context, too, is structured into individuals, and properties that are agreed to hold of them. The standard metaphor for this is a stack of indexed ﬁle cards . For concreteness, associate a context C with a partial function fC from individuals to sets of properties, i. e. a set of of pairs ⟨x, Φ⟩, where x is an individual (or a discourse referent) and Φ is a set of properties. So for any individual i that is part of the context, fC(i) gives us the set of all properties",124,683,"Here's the rewritten text:

When we try to understand what a sentence is talking about, we can break it down into two parts. The first part is what the sentence is saying about a specific thing, like a person or an object. We call this part the ""pragmatic assertion"" of the sentence.

The context of the sentence is also made up of individual things and the properties that are true about them. A good way to think about this is to imagine a stack of index cards. Each card has a name or a description of something, and it also has a list of characteristics or traits that go with it.

Let's use an example to make this clearer. Imagine we're talking about a specific person, like a friend. We can think of the context as a special list that says what's true about that person. This list would have the person's name, and it would also have a list of things that are true about them, like their favorite food or their favorite hobby. So, if we look at the list for that person, it would show us all the things that are true about them."
"Russian scrambling, or constituent reordering, while receiving less attention than scrambling in, say, German or Japanese, has been investigated by a number of researchers . Here, we discuss possible derivations of both SVO and OVS sentences containing quantifiers in subject and object position, and the corresponding consequences for scope interpretation. We assume that in principle, the scope configuration can be affected by reconstruction as well as by covert QR. In this section, we lay out the logical possibilities of how inverse scope can be derived via reconstruction or via covert QR. In section 2.3, we will address how these possibilities relate to the role of IS in Russian.",108,689,"Russian sentence structure, or how words are arranged in a sentence, is important to study. Many researchers have looked into how Russian sentences are structured. Here, we'll talk about how sentences with special words (quantifiers) in the subject and object positions can be arranged in different ways, and how this affects how we understand the sentence. We think that the way the sentence is structured can be changed in two ways: one is by using a hidden rule, and the other is by using a special rule that is not spoken. In this section, we'll explain the different ways this can happen. Later, we'll discuss how these ways relate to the role of a special word (IS) in Russian."
"The CT-alternatives of (20a) are the same as in (19), but since the sentence itself does neither entail nor preclude that all, or most, politicians are corrupt, these will be unresolved (and potentially pertinent) questions. In (20b), with the added degree expression, CT-alternatives are ‘How corrupt are Q Politicians?’, i. e. questions that could be answered by Only a handful are totally corrupt or Some are not at all corrupt. And while the latter is again resolved by (20b)’s assertion, the former, for example, is not. There are thus unresolved (and potentially pertinent) questions among the CT-alternatives, as required by CIR.",101,636,"Here is the rewritten text:

The possible answers to the question ""Are all politicians corrupt?"" are the same as before. However, this question doesn't necessarily mean that all or most politicians are corrupt. This leaves some important questions unanswered. 

With the added phrase ""How corrupt are Q Politicians?"", the possible answers become ""Are some politicians totally corrupt?"" or ""Are some politicians not corrupt at all?"". The second question is answered by the statement, but the first question is not. This means there are still some important questions that need to be answered, which is what is required."
"A number of other questions remain open for future study. It would be fruitful to extend our study to other word orders and syntactic configurations in Russian. We are at present examining scope with SOV and OSV word orders, to see if the same patterns hold as with SVO and OSV word orders . Another direction for future study would be to experimentally test scope readings in double object constructions, where, according to Antonyuk-Yudina , scope is frozen .",79,461,"Some more questions need to be answered. It would be helpful to look at other sentence structures and word orders in Russian. Right now, we're studying some specific sentence structures, like SOV and OSV, to see if they work the same way as SVO and OSV. Another idea for future study is to test how scope works in special sentence structures, like when there are two objects, which, according to some research, can't be changed."
"9 For reasons of space, we do not provide a prosodic analysis of our test items. From visual examination of the prosodic contours of the test items, and statistical tests assessing the differences in the acoustic-prosodic features of the stimuli used in different SPVT versions, we conclude that the contours produced with neutral vs. contrastive prosody were distinct. For additional analyses of acoustic-prosodic features of the stimuli used in this study, see Luchkina and Ionin 2015.",76,487,"Here's the rewritten text:

We didn't have enough space to do a special study on the sounds and rhythms of our test questions. But by looking at the shapes of the sounds and rhythms, and doing some special tests to see if the sounds and rhythms were different in different versions of the test, we found that the sounds and rhythms were different when we used a normal voice versus a voice that was trying to be extra clear. If you want to learn more about the sounds and rhythms, look at a study by Luchkina and Ionin from 2015."
"Here the head shake, a single left-right movement, occurs precisely as A says ‘no.’ In Example II.2, also from the Parochial meeting, AK, the camera operator, has been asking E about the things she has at home. Here he asks her if she has real animals:",46,252,"When someone says ""no"", they usually shake their head from side to side. In a video, a person was asking a woman, E, about the things she has at home. The person, AK, was asking E if she has real animals."
"The above discussion centered around ‘aboutness-topics’. A less widely used concept is what we may call frame topics. Chafe , for example, explicitly dismisses the ‘what the sentence is about’ characterization for topic marking in e. g. Chinese, and describes its eﬀect like this instead:",45,288,"The conversation was about ""main topics"". Another important idea is ""frame topics"". Chafe, for example, doesn't agree with the idea that ""what the sentence is about"" is the same as a topic. Instead, he describes it like this:"
"mismatch). The only way to derive the inverse scope reading for the configuration in (7a) is via covert QR of the subject to a TP-adjoined (or higher) position, as in (7c).",31,172,"The problem is that the sentence in (7a) doesn't make sense. To fix this, we need to move the subject to a special position, like in (7c)."
"that are agreed to hold of i. Adding a sentence about i, i. e. a sentence with a Pragmatic Assertion of the form ⟨i, φ⟩to the context, results in a new context C′ such that fC′ is like fC except that φ ∈fC′(i). Finally, assume that a context C is also associated with a set aC of aboutees, where aC is a subset of the domain of fC. The purpose of this set is to distinguish between individuals that have generally been introduced to the context C (the domain of fC) and those that are currently ‘under discussion’, aC. For illustration, consider the following short text from Tzozil:25",108,585,"Here's the rewritten text:

When we add a sentence about ""i"" to a conversation, it changes the conversation. The new conversation is like the old one, but with one extra piece of information: that ""i"" is true. 

Each conversation is also connected to a group of people, called ""aboutees"". This group helps us tell the difference between people who are already part of the conversation and those who are being talked about right now. For example, let's look at a short text from Tzozil:25."
"On the methodological level, our study highlights the value of doing controlled experiments when it comes to studying interface phenomena. While simple acceptability judgments of written sentences have been found to yield highly similar results whether administered formally or informally , this is arguably not the case for phenomena that fall at the interface between syntax, discourse, and prosody. Indeed, in the case of Russian scope, prior accounts relying on introspection and informal judgments have disagreed on the judgments: Ionin has argued that Russian scope is frozen, Antonyuk has argued that it is not, and Bailyn has tentatively suggested that it is frozen for OVS but not for SVO order.",110,704,"Here is the rewritten text:

When we study how language works, it's important to do controlled experiments. This means we need to be careful and make sure we're testing the same things in the same way. This is important because some language things are hard to study. For example, when we look at how Russian sentences work, some people have different ideas about what's right and what's wrong. Some people think Russian sentences are frozen, which means they don't change much. Others think they do change. It's hard to know for sure!"
"The ‘head shake’ is perhaps the most well known of all head gestures, apart from the ‘nod’, and it is generally recognized, at least in cultures of Western European derivation, as a way of saying ‘no.’ It is often used as a gestural equivalent of this particle and, in many contexts, it can be directly translated by this. In virtue of this, indeed, the head shake could be regarded as a true ‘emblem’ in the well-known deﬁnition of Ekman and Friesen . According to this deﬁnition, to qualify as an ‘emblem’ a gesture must have “a direct verbal translation or dictionary deﬁnition, usually consisting of a word or two or perhaps a phrase.” Yet, when we collect observations on when people employ the head shake, we ﬁnd that its use is far from being conﬁned to cases where it is the equivalent of some easily rendered verbal expression such as ‘No.’ Often, the only way in which its meaning may be rendered is by re-formulating",165,927,"The ""head shake"" is a very common head gesture, and most people recognize it as a way to say ""no"". It's like a special way to say ""no"" without using words. In many cases, it can be translated to ""no"". Because of this, the head shake could be considered a true ""emblem"", which is a special kind of gesture that has a clear meaning. 

However, when we look at when people use the head shake, we find that it's not just used to say ""no"". Sometimes, it's used in other ways, and its meaning can't be easily explained with just a few words."
"Let us focus on the available construal ﬁrst: The sentence asserts that not all politicians are corrupt, and its CT-alternatives will be ‘Is it false that Q politicians are corrupt?’, for example ‘Is it false that many politicians are corrupt?’. This question is not resolved by the assertion, and it is plausibly pertinent, meeting the CIR. On the other construal, the sentence says that all politicians are uncorrupt, with CT-alternatives like ‘Are Q politicians corrupt?’. But since the sentence asserts that none of them are, any such question is resolved by the assertion alone. As was the case with (19), this construal of (21) cannot possibly meet the CT Interpretation Rule (7). But in (21), unlike in (19), there is a second construal which is (or can be) felicitous, so that the sentence is acceptable, though not ambiguous, with CT+F marking.",141,853,"Here is the rewritten text:

The sentence says that not all politicians are corrupt. This makes us think of other questions, like ""Are many politicians corrupt?"" This question is not answered by the sentence, and it's a good question to ask. 

On the other hand, the sentence could be saying that all politicians are not corrupt. This makes us think of questions like ""Are any politicians corrupt?"" But since the sentence says none of them are corrupt, these questions are already answered. 

This is different from another sentence (19) because this sentence has a second way of looking at it that makes sense. So, the sentence is okay, even though it's not ambiguous, and it can be marked with CT+F."
"H: (registering names and addresses) Leans toward child: Do you live in Barnwell? Child: <++> A: (child’s aunt): No, its her cousin that lives in Barnwell",26,154,"Here is the rewritten text:

I'm writing down names and addresses. I'm leaning in to talk to a child. Do you live in Barnwell? The child says no. It's actually their cousin who lives in Barnwell."
